model_id	accessibility	europdx_access_modality	email	name	form_url	database_url
J000101005	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000101005	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000101005
J000099318	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000099318	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000099318
TM00999	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00999	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00999
J000101121	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000101121	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000101121
TM00884	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00884	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00884
TM01611	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01611	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01611
J000097253	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000097253	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000097253
TM01612	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01612	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01612
TM00881	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00881	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00881
TM00888	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00888	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00888
TM00887	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00887	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00887
J000103634	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000103634	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000103634
J000105934	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000105934	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000105934
TM00945	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00945	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00945
TM00702	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00702	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00702
J000104720	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000104720	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000104720
J000100365	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000100365	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000100365
TM00832	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00832	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00832
TM00939	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00939	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00939
J000096904	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096904	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096904
J000101220	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000101220	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000101220
J000112358	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000112358	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000112358
J000109079	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000109079	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000109079
TM00943	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00943	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00943
J000078336	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000078336	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000078336
TM00847	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00847	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00847
J000096913	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096913	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096913
TM00849	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00849	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00849
J000077591	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000077591	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000077591
J000101329	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000101329	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000101329
J000101328	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000101328	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000101328
TM00958	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00958	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00958
J000096922	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096922	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096922
TM00964	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00964	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00964
J000078673	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000078673	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000078673
J000101892	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000101892	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000101892
J000094918	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000094918	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000094918
J000114963	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000114963	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000114963
TM00910	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00910	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00910
J000102630	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000102630	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000102630
J000098169	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000098169	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000098169
J000099257	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000099257	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000099257
J000119280	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000119280	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000119280
TM00922	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00922	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00922
TM00929	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00929	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00929
TM00928	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00928	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00928
TM00927	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00927	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00927
TM00926	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00926	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00926
J000078366	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000078366	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000078366
TM00931	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00931	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00931
TM00930	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00930	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00930
J000112882	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000112882	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000112882
J000100556	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000100556	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000100556
J000100675	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000100675	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000100675
J000100674	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000100674	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000100674
TM00914	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00914	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00914
TM00913	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00913	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00913
J000100672	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000100672	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000100672
TM00916	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00916	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00916
J000094707	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000094707	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000094707
J000108157	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000108157	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000108157
J000112414	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000112414	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000112414
TM00921	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00921	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00921
TM00920	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00920	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00920
J000079689	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000079689	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000079689
J000100646	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000100646	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000100646
J000096854	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096854	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096854
J000096976	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096976	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096976
TM01086	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01086	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01086
TM01087	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01087	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01087
J000103917	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000103917	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000103917
TM01085	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01085	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01085
J000101866	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000101866	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000101866
J000096869	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096869	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096869
J000111787	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000111787	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000111787
TM01079	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01079	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01079
J000111428	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000111428	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000111428
J000096985	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096985	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096985
TM01075	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01075	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01075
TM01076	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01076	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01076
J000096878	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096878	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096878
J000109799	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000109799	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000109799
J000108112	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000108112	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000108112
J000079378	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000079378	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000079378
J000096994	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096994	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096994
J000106172	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106172	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106172
TM01092	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01092	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01092
J000093018	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000093018	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000093018
J000111644	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000111644	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000111644
J000119129	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000119129	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000119129
TM01098	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01098	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01098
J000094100	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000094100	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000094100
TM01096	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01096	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01096
TM00190	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00190	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00190
J000096931	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096931	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096931
J000080230	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000080230	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000080230
J000106146	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106146	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106146
J000106144	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106144	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106144
J000106145	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106145	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106145
TM00078	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00078	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00078
TM00199	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00199	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00199
J000104096	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000104096	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000104096
TM01168	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01168	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01168
J000111615	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000111615	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000111615
TM01048	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01048	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01048
TM00073	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00073	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00073
TM00194	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00194	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00194
TM01284	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01284	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01284
TM00072	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00072	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00072
TM00193	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00193	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00193
TM00192	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00192	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00192
TM01044	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01044	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01044
TM01165	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01165	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01165
TM00070	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00070	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00070
TM01045	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01045	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01045
TM00077	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00077	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00077
TM00198	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00198	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00198
TM00076	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00076	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00076
TM01160	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01160	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01160
TM00075	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00075	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00075
TM00196	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00196	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00196
J000093555	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000093555	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000093555
J000096828	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096828	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096828
J000096949	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096949	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096949
TM01039	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01039	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01039
TM00067	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00067	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00067
TM00188	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00188	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00188
