model_id	sample_id	sample_origin	passage	host_strain_nomenclature	platform_id
TM00063	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01148	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00022	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000107333	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00294	TM00294_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00134	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099257	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01002	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00913	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000117591	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00197	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000101220	J000101220_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00054	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01007	TM01007_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00112	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00188	TM00188_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00372	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000092712	Not Specified	xenograft	PT	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00916	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00877	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00865	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00112	TM00112_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000103917	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00702	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00080	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00059	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00294	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01500	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099327	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00926	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00282	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00860	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000115418	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00253	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01258	TM01258_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00282	TM00282_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00157	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000103634	J000103634_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000112882	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00141	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00037	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00013	TM00013_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01117	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000100675	J000100675_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000101329	J000101329_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01149	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00375	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00927	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00074	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00200	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00964	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00062	TM00062_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000093018	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01423	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000100556	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000111644	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00306	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01344	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00074	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00311	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00375	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00244	TM00244_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00259	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000111644	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00039	TM00039_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000093572	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000079689	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00060	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00305	TM00305_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00065	TM00065_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00290	TM00290_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01357	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01441	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00311	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000093572	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000100672	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01278	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00330	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000111787	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000111644	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00977	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00273	TM00273_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00016	TM00016_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00199	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01075	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00945	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00192	TM00192_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00190	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000094290	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00920	TM00920_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00246	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00927	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01594	TM01594_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00324	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00018	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106534	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00282	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01119	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00199	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00356	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01510	TM01510_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00330	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00129	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00024	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00214	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00208	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01273	TM01273_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00135	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01311	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00388	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00056	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00060	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00324	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106528	Not Specified	xenograft	P5	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00149	TM00149_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01278	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00198	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00330	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00093	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000100672	J000100672_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01002	TM01002_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000095635	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01284	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000094290	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01117	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00190	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00865	TM00865_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000079689	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01311	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00060	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01284	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00946	TM00946_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01381	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01075	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01441	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000111644	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01533	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01220	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00391	TM00391_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00842	TM00842_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00302	TM00302_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01168	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106533	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01141	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00312	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00964	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099318	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00023	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00103	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00931	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00913	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01357	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01171	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00324	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000112358	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01442	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00195	TM00195_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000101892	J000101892_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000115419	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00263	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000080230	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000100365	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00305	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00201	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00233	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000093933	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00022	TM00022_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00310	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00186	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00256	TM00256_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000115419	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000093555	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000095633	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00386	TM00386_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00075	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00847	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00186	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00849	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00931	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000094707	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000080230	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099999	J000099999_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01533	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000093933	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00228	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000108200	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000102184	J000102184_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01215	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000094707	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01629	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00091	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01168	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00191	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000112064	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01215	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01044	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00057	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00213	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000095635	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01031	TM01031_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00094	TM00094_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106527	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00279	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000095633	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00212	TM00212_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00310	TM00310_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00281	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099207	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00388	TM00388_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00694	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01509	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00939	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01632	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00019	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106529	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00939	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000094918	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00388	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00167	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01263	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00062	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000105006	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00198	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000111056	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00089	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106529	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00213	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106172	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00194	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00089	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00094	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00133	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00356	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00339	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01263	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01137	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00055	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01076	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00062	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00135	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106534	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000079754	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
